name	reason
asenapine	unparseable SMILES
asiatic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
asimadoline	no aromatic nitrogen (cannot coordinate the heme iron)
aspartame	no aromatic nitrogen (cannot coordinate the heme iron)
aspirin	no aromatic nitrogen (cannot coordinate the heme iron)
astaxanthin	unparseable SMILES
astilbin	no aromatic nitrogen (cannot coordinate the heme iron)
astragaloside-a	55 heavy atoms > 45 (outside applicability domain)
asunaprevir	51 heavy atoms > 45 (outside applicability domain)
asymmetrical-dimethylarginine	no aromatic nitrogen (cannot coordinate the heme iron)
AT-1015	no aromatic nitrogen (cannot coordinate the heme iron)
AT-406	no aromatic nitrogen (cannot coordinate the heme iron)
AT13387	no aromatic nitrogen (cannot coordinate the heme iron)
atazanavir	51 heavy atoms > 45 (outside applicability domain)
ATB-346	unparseable SMILES
atenolol-_-_	no aromatic nitrogen (cannot coordinate the heme iron)
atenolol-___	no aromatic nitrogen (cannot coordinate the heme iron)
atenolol-___-_	unparseable SMILES
atglistatin	no aromatic nitrogen (cannot coordinate the heme iron)
aticaprant	no aromatic nitrogen (cannot coordinate the heme iron)
atiprimod	no aromatic nitrogen (cannot coordinate the heme iron)
atizoram	no aromatic nitrogen (cannot coordinate the heme iron)
atomoxetine	no aromatic nitrogen (cannot coordinate the heme iron)
atosiban	unparseable SMILES
atovaquone	unparseable SMILES
ATPA	unparseable SMILES
atractylenolide-i	unparseable SMILES
atracurium	unparseable SMILES
atrasentan	no aromatic nitrogen (cannot coordinate the heme iron)
atropine	unparseable SMILES
atropine-oxide	unparseable SMILES
auranofin	no aromatic nitrogen (cannot coordinate the heme iron)
aurothioglucose	no aromatic nitrogen (cannot coordinate the heme iron)
autotaxin-modulator-1	unparseable SMILES
avacopan	no aromatic nitrogen (cannot coordinate the heme iron)
avadomide	unparseable SMILES
avasimibe	no aromatic nitrogen (cannot coordinate the heme iron)
AVE-3085	no aromatic nitrogen (cannot coordinate the heme iron)
AVex-73	unparseable SMILES
avibactam	no aromatic nitrogen (cannot coordinate the heme iron)
avobenzone	no aromatic nitrogen (cannot coordinate the heme iron)
avridine	47 heavy atoms > 45 (outside applicability domain)
AX-024	no aromatic nitrogen (cannot coordinate the heme iron)
AY-9944	no aromatic nitrogen (cannot coordinate the heme iron)
AZ505	no aromatic nitrogen (cannot coordinate the heme iron)
azacyclonol	no aromatic nitrogen (cannot coordinate the heme iron)
azalomycin-B	unparseable SMILES
azapropazone	unparseable SMILES
azaserine	no aromatic nitrogen (cannot coordinate the heme iron)
azasetron	no aromatic nitrogen (cannot coordinate the heme iron)
AZD1208	no aromatic nitrogen (cannot coordinate the heme iron)
AZD1446	unparseable SMILES
AZD4282	no aromatic nitrogen (cannot coordinate the heme iron)
AZD5582	74 heavy atoms > 45 (outside applicability domain)
AZD5991	46 heavy atoms > 45 (outside applicability domain)
AZD6738	unparseable SMILES
AZD6765	unparseable SMILES
AZD7545	no aromatic nitrogen (cannot coordinate the heme iron)
AZD7762	no aromatic nitrogen (cannot coordinate the heme iron)
AZD8186	no aromatic nitrogen (cannot coordinate the heme iron)
AZD9056	no aromatic nitrogen (cannot coordinate the heme iron)
azelaic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
azelnidipine	unparseable SMILES
azimilide	no aromatic nitrogen (cannot coordinate the heme iron)
azithromycin	52 heavy atoms > 45 (outside applicability domain)
azlocillin	no aromatic nitrogen (cannot coordinate the heme iron)
azodicarbonamide	no aromatic nitrogen (cannot coordinate the heme iron)
bacampicillin	unparseable SMILES
bacitracin	100 heavy atoms > 45 (outside applicability domain)
bacitracin-zinc	101 heavy atoms > 45 (outside applicability domain)
baclofen	no aromatic nitrogen (cannot coordinate the heme iron)
BADGE	unparseable SMILES
bafilomycin-a1	unparseable SMILES
baicalein	no aromatic nitrogen (cannot coordinate the heme iron)
baicalin	no aromatic nitrogen (cannot coordinate the heme iron)
bakuchiol	no aromatic nitrogen (cannot coordinate the heme iron)
balicatib	no aromatic nitrogen (cannot coordinate the heme iron)
balofloxacin	unparseable SMILES
balsalazide	no aromatic nitrogen (cannot coordinate the heme iron)
bambuterol	no aromatic nitrogen (cannot coordinate the heme iron)
BAN-ORL-24	no aromatic nitrogen (cannot coordinate the heme iron)
banoxantrone	no aromatic nitrogen (cannot coordinate the heme iron)
bardoxolone	unparseable SMILES
bardoxolone-methyl	unparseable SMILES
barium-6-O-phosphonato-D-glucose	no aromatic nitrogen (cannot coordinate the heme iron)
barnidipine	unparseable SMILES
basic-fuchsin	unparseable SMILES
batefenterol	53 heavy atoms > 45 (outside applicability domain)
batimastat	no aromatic nitrogen (cannot coordinate the heme iron)
bavisant	no aromatic nitrogen (cannot coordinate the heme iron)
BAY-11-7082	no aromatic nitrogen (cannot coordinate the heme iron)
BAY-11-7085	no aromatic nitrogen (cannot coordinate the heme iron)
BAY-8002	no aromatic nitrogen (cannot coordinate the heme iron)
BAY-85-8050	unparseable SMILES
BAY-K-8644-___-_	unparseable SMILES
BAY-K-8644-_s_-_-_	unparseable SMILES
BAY-W-9798	unparseable SMILES
BC-11	no aromatic nitrogen (cannot coordinate the heme iron)
BCX-1470	no aromatic nitrogen (cannot coordinate the heme iron)
BD-1008	no aromatic nitrogen (cannot coordinate the heme iron)
BD-1047	no aromatic nitrogen (cannot coordinate the heme iron)
BD-1063	no aromatic nitrogen (cannot coordinate the heme iron)
BE-2254	no aromatic nitrogen (cannot coordinate the heme iron)
beclabuvir	unparseable SMILES
beclamide	no aromatic nitrogen (cannot coordinate the heme iron)
beclomethasone	unparseable SMILES
beclomethasone-dipropionate	unparseable SMILES
befuraline	no aromatic nitrogen (cannot coordinate the heme iron)
begacestat	no aromatic nitrogen (cannot coordinate the heme iron)
bekanamycin	no aromatic nitrogen (cannot coordinate the heme iron)
belinostat	no aromatic nitrogen (cannot coordinate the heme iron)
bemegride	no aromatic nitrogen (cannot coordinate the heme iron)
bemesetron	unparseable SMILES
bemotrizinol	unparseable SMILES
bempedoic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
benactyzine	no aromatic nitrogen (cannot coordinate the heme iron)
benaxibine	no aromatic nitrogen (cannot coordinate the heme iron)
benazepril	no aromatic nitrogen (cannot coordinate the heme iron)
bendroflumethiazide	unparseable SMILES
benethamine	no aromatic nitrogen (cannot coordinate the heme iron)
benfluorex	no aromatic nitrogen (cannot coordinate the heme iron)
benfluralin	no aromatic nitrogen (cannot coordinate the heme iron)
benidipine	no aromatic nitrogen (cannot coordinate the heme iron)
benproperine	unparseable SMILES
benserazide	no aromatic nitrogen (cannot coordinate the heme iron)
bentiromide	no aromatic nitrogen (cannot coordinate the heme iron)
benurestat	no aromatic nitrogen (cannot coordinate the heme iron)
benzalkonium	no aromatic nitrogen (cannot coordinate the heme iron)
benzbromarone	no aromatic nitrogen (cannot coordinate the heme iron)
_benzenemethanol_-2_5-dimethyl-___1-methylethyl_amino_methyl__	unparseable SMILES
benzethonium	no aromatic nitrogen (cannot coordinate the heme iron)
benzocaine	no aromatic nitrogen (cannot coordinate the heme iron)
benzoclidine	unparseable SMILES
benzofenac	no aromatic nitrogen (cannot coordinate the heme iron)
benzoic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
benzoin	unparseable SMILES
benzonatate	no aromatic nitrogen (cannot coordinate the heme iron)
benzoquinonium-dibromide	unparseable SMILES
benzoyl-peroxide	no aromatic nitrogen (cannot coordinate the heme iron)
benzoylpas	no aromatic nitrogen (cannot coordinate the heme iron)
benzthiazide	no aromatic nitrogen (cannot coordinate the heme iron)
benztropine-mesylate	no aromatic nitrogen (cannot coordinate the heme iron)
benzyl-alcohol	no aromatic nitrogen (cannot coordinate the heme iron)
benzyl-benzoate	no aromatic nitrogen (cannot coordinate the heme iron)
benzyl-isothiocyanate	no aromatic nitrogen (cannot coordinate the heme iron)
benzyldimethylhexadecylammonium	no aromatic nitrogen (cannot coordinate the heme iron)
benzyldimethyloctylammonium	no aromatic nitrogen (cannot coordinate the heme iron)
benzylpenicillin	no aromatic nitrogen (cannot coordinate the heme iron)
bephenium-hydroxynaphthoate	no aromatic nitrogen (cannot coordinate the heme iron)
bepridil	no aromatic nitrogen (cannot coordinate the heme iron)
bergapten	no aromatic nitrogen (cannot coordinate the heme iron)
bergenin	no aromatic nitrogen (cannot coordinate the heme iron)
beta-carotene	unparseable SMILES
beta-elemene	no aromatic nitrogen (cannot coordinate the heme iron)
beta-funaltrexamine	no aromatic nitrogen (cannot coordinate the heme iron)
beta-glycerophosphoric-acid	no aromatic nitrogen (cannot coordinate the heme iron)
beta-hydroxy-beta-methylbutyrate	no aromatic nitrogen (cannot coordinate the heme iron)
beta-hydroxybutyrate	no aromatic nitrogen (cannot coordinate the heme iron)
beta-lapachone	no aromatic nitrogen (cannot coordinate the heme iron)
beta-naphthol	no aromatic nitrogen (cannot coordinate the heme iron)
betaine	no aromatic nitrogen (cannot coordinate the heme iron)
betamethasone	unparseable SMILES
betamethasone-acetate	unparseable SMILES
betamethasone-butyrate-propionate	unparseable SMILES
betamethasone-dipropionate	unparseable SMILES
betamethasone-phosphate	unparseable SMILES
betamethasone-valerate	unparseable SMILES
betamipron	no aromatic nitrogen (cannot coordinate the heme iron)
betaxolol	unparseable SMILES
bethanechol	no aromatic nitrogen (cannot coordinate the heme iron)
BETP	unparseable SMILES
betulinic-acid	no aromatic nitrogen (cannot coordinate the heme iron)
bevantolol	no aromatic nitrogen (cannot coordinate the heme iron)
bevirimat-dimeglumine	no aromatic nitrogen (cannot coordinate the heme iron)
bexagliflozin	no aromatic nitrogen (cannot coordinate the heme iron)
bexarotene	no aromatic nitrogen (cannot coordinate the heme iron)
bezafibrate	no aromatic nitrogen (cannot coordinate the heme iron)
BGP-15	unparseable SMILES
BHQ	no aromatic nitrogen (cannot coordinate the heme iron)
BI-847325	no aromatic nitrogen (cannot coordinate the heme iron)
BI-D1870	unparseable SMILES
biapenem	unparseable SMILES
BIBN4096	54 heavy atoms > 45 (outside applicability domain)
BIBR-1532	no aromatic nitrogen (cannot coordinate the heme iron)
bicalutamide	no aromatic nitrogen (cannot coordinate the heme iron)
bicifadine	unparseable SMILES
bicuculline-___	no aromatic nitrogen (cannot coordinate the heme iron)
bicuculline-methochloride-_-_	no aromatic nitrogen (cannot coordinate the heme iron)
bicyclol	no aromatic nitrogen (cannot coordinate the heme iron)
bifemelane	no aromatic nitrogen (cannot coordinate the heme iron)
bifendate	no aromatic nitrogen (cannot coordinate the heme iron)
bifonazole	unparseable SMILES
bilobalide	no aromatic nitrogen (cannot coordinate the heme iron)
bimatoprost	no aromatic nitrogen (cannot coordinate the heme iron)
BIMU-8	unparseable SMILES
BINA	unparseable SMILES
BIO-1211	51 heavy atoms > 45 (outside applicability domain)
BIO-5192	55 heavy atoms > 45 (outside applicability domain)
biotin	no aromatic nitrogen (cannot coordinate the heme iron)
bipenamol	no aromatic nitrogen (cannot coordinate the heme iron)
biperiden	unparseable SMILES
birinapant	58 heavy atoms > 45 (outside applicability domain)
BIRT-377	no aromatic nitrogen (cannot coordinate the heme iron)
bis_maltolato_oxovanadium_IV_	no aromatic nitrogen (cannot coordinate the heme iron)
bisantrene	unparseable SMILES
bismuth-oxalate	no aromatic nitrogen (cannot coordinate the heme iron)
bismuth-subcitrate-potassium	unparseable SMILES
bismuth-subgallate	no aromatic nitrogen (cannot coordinate the heme iron)
bismuth-subsalicylate	no aromatic nitrogen (cannot coordinate the heme iron)
bismuth_III_-trifluoromethanesulfonate	no aromatic nitrogen (cannot coordinate the heme iron)
bisoctrizole	49 heavy atoms > 45 (outside applicability domain)
bisoprolol	no aromatic nitrogen (cannot coordinate the heme iron)
bisphenol-A	no aromatic nitrogen (cannot coordinate the heme iron)
bithionol	no aromatic nitrogen (cannot coordinate the heme iron)
bitoscanate	no aromatic nitrogen (cannot coordinate the heme iron)
bivalirudin	155 heavy atoms > 45 (outside applicability domain)
BIX-02188	no aromatic nitrogen (cannot coordinate the heme iron)
BIX-02189	no aromatic nitrogen (cannot coordinate the heme iron)
BL-5583	no aromatic nitrogen (cannot coordinate the heme iron)
blebbistatin-_-_	no aromatic nitrogen (cannot coordinate the heme iron)
blebbistatin-___-_	unparseable SMILES
bleomycetin	99 heavy atoms > 45 (outside applicability domain)
bleomycin	96 heavy atoms > 45 (outside applicability domain)
BMS-299897	no aromatic nitrogen (cannot coordinate the heme iron)
BMS-587101	no aromatic nitrogen (cannot coordinate the heme iron)
BMS-649	no aromatic nitrogen (cannot coordinate the heme iron)
BMS-906024	no aromatic nitrogen (cannot coordinate the heme iron)
BMS-983970	no aromatic nitrogen (cannot coordinate the heme iron)
BMS-CCR2-22	no aromatic nitrogen (cannot coordinate the heme iron)
BMY-7378	no aromatic nitrogen (cannot coordinate the heme iron)
BNC105	no aromatic nitrogen (cannot coordinate the heme iron)
BNTX	no aromatic nitrogen (cannot coordinate the heme iron)
boceprevir	unparseable SMILES
bonaphthone	no aromatic nitrogen (cannot coordinate the heme iron)
bornyl-acetate	unparseable SMILES
boronophenylalanine	no aromatic nitrogen (cannot coordinate the heme iron)
BP-554	no aromatic nitrogen (cannot coordinate the heme iron)
BP-897	no aromatic nitrogen (cannot coordinate the heme iron)
BQ-788	46 heavy atoms > 45 (outside applicability domain)
BQU57	unparseable SMILES
BRD9876	no aromatic nitrogen (cannot coordinate the heme iron)
brefeldin-A	unparseable SMILES
bremelanotide	74 heavy atoms > 45 (outside applicability domain)
bretylium	no aromatic nitrogen (cannot coordinate the heme iron)
briciclib	no aromatic nitrogen (cannot coordinate the heme iron)
brilliant-green	no aromatic nitrogen (cannot coordinate the heme iron)
brinzolamide	no aromatic nitrogen (cannot coordinate the heme iron)
brivudine	unparseable SMILES
BRL-15572	no aromatic nitrogen (cannot coordinate the heme iron)
BRL-26314	unparseable SMILES
BRL-37344	no aromatic nitrogen (cannot coordinate the heme iron)
BRL-44408	unparseable SMILES
BRL-50481	no aromatic nitrogen (cannot coordinate the heme iron)
BRL-52537	no aromatic nitrogen (cannot coordinate the heme iron)
brolitene	no aromatic nitrogen (cannot coordinate the heme iron)
bromantan	no aromatic nitrogen (cannot coordinate the heme iron)
bromebric-acid	no aromatic nitrogen (cannot coordinate the heme iron)
bromfenac	no aromatic nitrogen (cannot coordinate the heme iron)
bromhexine	no aromatic nitrogen (cannot coordinate the heme iron)
bromindione	no aromatic nitrogen (cannot coordinate the heme iron)
bromisoval	unparseable SMILES
bromopride	no aromatic nitrogen (cannot coordinate the heme iron)
bromperidol	no aromatic nitrogen (cannot coordinate the heme iron)
bronopol	no aromatic nitrogen (cannot coordinate the heme iron)
broxaterol	unparseable SMILES
bruceantin	unparseable SMILES
brucine	no aromatic nitrogen (cannot coordinate the heme iron)
BTB06584	no aromatic nitrogen (cannot coordinate the heme iron)
BTB1	no aromatic nitrogen (cannot coordinate the heme iron)
BTK-IN-1	unparseable SMILES
BTS	no aromatic nitrogen (cannot coordinate the heme iron)
BTS-54505	no aromatic nitrogen (cannot coordinate the heme iron)
BTS-72664	unparseable SMILES
BTZ043-racemate	unparseable SMILES
bucetin	unparseable SMILES
bucillamine	no aromatic nitrogen (cannot coordinate the heme iron)
bucladesine	unparseable SMILES
buclizine	no aromatic nitrogen (cannot coordinate the heme iron)
budesonide	unparseable SMILES
budipine	no aromatic nitrogen (cannot coordinate the heme iron)
bufexamac	no aromatic nitrogen (cannot coordinate the heme iron)
buflomedil	no aromatic nitrogen (cannot coordinate the heme iron)
bumetanide	no aromatic nitrogen (cannot coordinate the heme iron)
buparvaquone	unparseable SMILES
buphenine	no aromatic nitrogen (cannot coordinate the heme iron)
bupivacaine	unparseable SMILES
bupranolol	unparseable SMILES
bupropion	unparseable SMILES
buramate	no aromatic nitrogen (cannot coordinate the heme iron)
buserelin	89 heavy atoms > 45 (outside applicability domain)
busulfan	no aromatic nitrogen (cannot coordinate the heme iron)
butabindide	no aromatic nitrogen (cannot coordinate the heme iron)
butacaine	no aromatic nitrogen (cannot coordinate the heme iron)
butaclamol	no aromatic nitrogen (cannot coordinate the heme iron)
butalbital	no aromatic nitrogen (cannot coordinate the heme iron)
butamben	no aromatic nitrogen (cannot coordinate the heme iron)
