cid	smiles	pchembl	n_records	types	heavy	verdict	max_tc	nearest_active	in_domain
CHEMBL4093339	CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1	5.67	1	IC50	100	out-of-domain	0.097	posaconazole	False
CHEMBL4095123	CCCCCCCCCC(=O)C1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC)C(=O)NCC1O	5.28	1	IC50	51	out-of-scope	0.121	ketoconazole	False
CHEMBL4096945	CC[C@H](C)C1NC(=O)[C@@H](CCCN)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSC([C@@H](N)[C@@H](C)CC)=N2)[C@@H](C)CC)CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](Cc2ccccc2)NC1=O	4.77	1	IC50	100	out-of-domain	0.097	posaconazole	False
CHEMBL4100786	CCCCCCC[C@@H]1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)O1	4.22	1	IC50	51	out-of-scope	0.123	posaconazole	False
CHEMBL4101081	CC(C)c1ccc(CN2CCCC3(CCN(Cc4cccnc4)C3)C2=O)cc1	5.34	1	IC50	28	in-envelope-novel	0.173	butoconazole	True
CHEMBL4101499	CC1(C)C=C2c3cc4[nH]c5c(c4cc3[C@@H](O)[C@@H]2C(C)(C)O1)C[C@]1(C)CC[C@@]2(O)C3=CC(=O)[C@@H]4O[C@@]3(CC[C@]2(C)[C@@]51C)OC4(C)C	5.07	1	IC50	45	in-envelope-novel	0.101	ketoconazole	True
CHEMBL4103784	Cc1ncc(CN2CCC3(CCCN(Cc4ccc(C(C)C)cc4)C3=O)C2)cn1	5.57	1	IC50	29	in-envelope-novel	0.164	itraconazole	True
CHEMBL4104564	COc1ccc(/C=C2\Oc3c(ccc(O)c3O)C2=O)cc1O	4.8	1	IC50	22	out-of-scope	0.092	itraconazole	False
CHEMBL4249311	CC(Cn1cnc2c1c(=O)n(C)c(=O)n2C)OCc1cn(CCCn2nc3c(Br)c(Br)c(Br)c(Br)c3n2)nn1	4.7	1	IC50	39	in-envelope-novel	0.138	itraconazole	True
CHEMBL4442264	O=[N+]([O-])c1cccc(/N=C/c2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)c1	4.08	1	IC50	30	in-envelope-novel	0.143	sertaconazole	True
CHEMBL4443102	Cc1cccc(C2CCCN2CCCn2nnc(-c3ccccc3)n2)c1	4.34	2	IC50	26	in-envelope-novel	0.164	bifonazole	True
CHEMBL4459782	COc1ccc(/N=C/c2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)cc1	4.01	1	IC50	29	in-envelope-novel	0.161	sertaconazole	True
CHEMBL4461989	Clc1ccc(/N=C/c2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)cc1	4.18	1	IC50	28	in-envelope-novel	0.16	sertaconazole	True
CHEMBL4467354	Cc1ccc(/N=C/c2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)cc1	4.02	1	IC50	28	in-envelope-novel	0.153	sertaconazole	True
CHEMBL4469221	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CCC/C(C)=C/C[n+]1cn(C)c2nc[nH]/c(=N\O)c21.[Br-]	5.1	1	IC50	34	in-envelope-novel	0.108	efinaconazole	True
CHEMBL4472568	FC(F)(F)c1cccc(/N=C/c2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)c1	4.06	1	IC50	31	in-envelope-novel	0.146	sertaconazole	True
CHEMBL4473133	c1ccc(-c2nnn(CCCN3CCCC3c3ccccc3)n2)cc1	4.62	1	IC50	25	in-envelope-novel	0.167	bifonazole	True
CHEMBL4522958	Fc1ccc(C2CCCN2CCCn2nnc(-c3ccc(Cl)cc3)n2)cc1	4.98	1	IC50	27	in-envelope-novel	0.151	efinaconazole	True
CHEMBL4539806	O=[N+]([O-])c1ccc(/N=C/c2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)cc1	4.04	1	IC50	30	in-envelope-novel	0.144	sertaconazole	True
CHEMBL4548520	OC(CN1CCOCC1)Cn1c2ccc(Cl)cc2c2cc(Cl)ccc21	5.84	2	IC50	25	in-envelope-novel	0.197	sertaconazole	True
CHEMBL4566528	FC(F)(F)c1ccccc1/N=C/c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1	4.03	1	IC50	31	in-envelope-novel	0.159	clotrimazole	True
CHEMBL4566828	FC(F)(F)c1ccc(/N=C/c2cccc(/C=C/c3ccc4ccc(Cl)cc4n3)c2)cc1	4.29	1	IC50	31	in-envelope-novel	0.148	sertaconazole	True
CHEMBL4567614	Clc1ccc(-c2nnn(CCCN3CCCC3c3ccc(Cl)cc3)n2)cc1	4.1	1	IC50	27	in-envelope-novel	0.156	ketoconazole	True
CHEMBL4592498	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C[n+]1cn(C)c2nc[nH]/c(=N\O)c21.[Br-]	5.7	1	IC50	33	in-envelope-novel	0.107	oxiconazole	True
CHEMBL4634031	COC(=O)C1=C(c2cc(Br)c(O)c(Br)c2)C(=O)[C@](c2ccc(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)C1=O	4.31	1	IC50	37	out-of-scope	0.131	ketoconazole	False
CHEMBL4634710	COC(=O)C1=C(c2cc(Br)c(O)c(Br)c2)C(=O)C(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)C1=O	4.66	1	IC50	38	out-of-scope	0.129	ketoconazole	False
CHEMBL4638280	COC(=O)C1=C(c2ccc(O)c(Br)c2)C(=O)[C@](c2ccc(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)C1=O	4.33	1	IC50	36	out-of-scope	0.13	ketoconazole	False
CHEMBL4639243	COc1ccc(C[C@@]2(O)OC(=O)C([C@@H](O)c3cc(Br)c(OC)c(Br)c3)=C2c2cc(Br)c(O)c(Br)c2)cc1Br	4.2	1	IC50	38	out-of-scope	0.122	posaconazole	False
CHEMBL4647319	O=C1C=C(c2cc(Br)c(O)c(Br)c2)C(=O)C1(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1	4.47	1	IC50	34	out-of-scope	0.089	ketoconazole	False
CHEMBL4648082	O=C(O)C1=C(c2ccc(O)c(Br)c2)C(=O)C(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)C1=O	4.27	1	IC50	36	out-of-scope	0.115	ketoconazole	False
CHEMBL4741186	COc1ccc(-n2cc(COc3ccc(/C=N/Nc4nc(-c5cc6cc(Br)cc(OC)c6oc5=O)cs4)cc3)nn2)cc1	4.39	1	IC50	43	in-envelope-novel	0.148	itraconazole	True
CHEMBL4741395	CN(CC#CC#CC(C)(C)C)c1cccc2c1OCC(=O)N2	9.26	1	Ki	22	out-of-scope	0.107	ketoconazole	False
CHEMBL4753788	COc1ccc(-n2cc(COc3ccc(/C=N/Nc4nc(-c5cc6c(ccc7ccccc76)oc5=O)cs4)cc3)nn2)cc1	4.34	1	IC50	44	in-envelope-novel	0.145	posaconazole	True
CHEMBL4756495	COc1ccc(-n2cc(COc3ccc(/C=N/Nc4nc(-c5cc6ccccc6oc5=O)cs4)cc3)nn2)cc1	4.2	1	IC50	40	in-envelope-novel	0.15	posaconazole	True
CHEMBL4786444	CC(C)(C)C#CC=CCNc1cccc2[nH]c(=O)ccc12	6.2	1	Ki	21	in-envelope-novel	0.093	efinaconazole	True
CHEMBL4800245	COc1ccc(-n2cc(COc3ccc(/C=N/Nc4nc(-c5cc6cccc(OC)c6oc5=O)cs4)cc3)nn2)cc1	4.45	1	IC50	42	in-envelope-novel	0.15	itraconazole	True
CHEMBL4847944	C=CCC1CC(CCCCCC)OO1	4.6	1	IC50	14	out-of-scope	0.071	itraconazole	False
CHEMBL4856099	CCCCCCC1CC(C/C=C\Cl)OO1	4.48	1	IC50	15	out-of-scope	0.091	itraconazole	False
CHEMBL4857972	C=C(C)CC1CC(CCCCCC)OO1	4.45	1	IC50	15	out-of-scope	0.09	ketoconazole	False
CHEMBL5169653	O=C(O)[C@@H]1Cc2c[nH]c3ccc4oc5nc6ccc(O)cc6c-5c(c4c23)N1	5.55	1	IC50	27	in-envelope-novel	0.107	posaconazole	True
CHEMBL5170346	Oc1ccc2nc3oc4ccc5[nH]cc6cc[nH]c(c-3c2c1)c4c65	5.5	1	IC50	24	in-envelope-novel	0.088	sertaconazole	True
CHEMBL5174986	COc1ccc(-c2coc3c(CC=C(C)C)c(O)cc(O)c3c2=O)cc1O	4.57	1	IC50	27	out-of-scope	0.104	itraconazole	False
CHEMBL5177565	Cn1cc(C(=O)c2nc(C(=O)O)cc3c2[nH]c2ccc(O)cc23)[n+](C)c1	4.34	1	IC50	26	in-envelope-novel	0.112	ketoconazole	True
CHEMBL5179552	C[N+](C)(C)CC(c1c[nH]c2ccccc12)c1c(O)c(O)c2c3c(nccc13)C=CN2	4.7	1	IC50	30	in-envelope-novel	0.12	bifonazole	True
CHEMBL5180750	O=C(N[C@H](Cc1ccccc1)Cn1cncn1)c1ccc2c(c1)OCCO2	6.08	1	IC50	27	in-envelope-novel	0.243	fluconazole	True
CHEMBL5184372	Cn1c[n+](C)c(C(=O)c2nc(C(=O)O)cc3c2[nH]c2ccc(O)cc23)c1[S+](C)[O-]	5.32	1	IC50	29	in-envelope-novel	0.11	oxiconazole	True
CHEMBL5186502	CSc1c(-c2c(-c3c[nH]c4ccc(O)cc34)c(=O)n3c4ccc(O)cc4c4cc(C(=O)O)nc2c43)[n+](C)cn1C	4.84	1	IC50	40	in-envelope-novel	0.098	butoconazole	True
CHEMBL5192861	CC(C)CC(=O)Nc1c(O)c(C(C[N+](C)(C)C)c2c[nH]c3cc(Br)ccc23)c2ccnc3c2c1NC=C3	4.85	1	IC50	37	in-envelope-novel	0.11	voriconazole	True
CHEMBL5206822	CC(C)[C@H](NC(=O)c1cccc2c1OCCO2)C(=O)N[C@@H](Cn1cncn1)c1ccccc1	6.21	1	IC50	33	in-envelope-novel	0.22	efinaconazole	True
CHEMBL5208629	CSc1c(-c2c(-c3c[nH]c4ccc(O)cc34)c(=O)n3c4ccc(O)cc4c4ccnc2c43)[n+](C)cn1C	5.1	1	IC50	37	in-envelope-novel	0.119	voriconazole	True
CHEMBL5209103	C[N+](C)(C)CC(c1c[nH]c2cc(Br)ccc12)c1c(O)c(O)c2c3c(nccc13)C=CN2	6.3	1	IC50	31	in-envelope-novel	0.102	voriconazole	True
CHEMBL5267169	N=C1N[C@@H]2O[C@@H]3NC(=N)N[C@]34[C@H]([C@H](CNC(=O)c3cc(Br)c(Br)[nH]3)[C@@H](CNC(=O)c3cc(Br)c(Br)[nH]3)[C@@H]4O)[C@]2(O)N1	5.41	1	IC50	41	in-envelope-novel	0.088	ketoconazole	True
CHEMBL5268677	CN1CCN(CCCCn2c3ccc(Cl)cc3c3cc(Cl)ccc32)CC1	5.855	2	IC50	26	in-envelope-novel	0.172	miconazole	True
CHEMBL5273712	CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](OCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O	8.0	1	IC50	78	out-of-scope	0.129	posaconazole	False
CHEMBL5277475	CN1CCN(CC(O)Cn2c3ccc(Cl)cc3c3cc(Cl)ccc32)CC1	6.085	2	IC50	26	in-envelope-novel	0.197	miconazole	True
CHEMBL5286133	CN1CCN(CCCn2c3ccc(Cl)cc3c3cc(Cl)ccc32)CC1	5.825	2	IC50	25	in-envelope-novel	0.172	miconazole	True
CHEMBL5287997	CN(C)CCCCn1c2ccc(Cl)cc2c2cc(Cl)ccc21	6.08	2	IC50	22	in-envelope-novel	0.177	miconazole	True
CHEMBL5563251	CCC/C=C/C=C/C=C(\C)[C@@H]1OC[C@H](C)[C@H](OC)[C@H]1OC(=O)CN	6.33	1	IC50	24	out-of-scope	0.114	ketoconazole	False
